,Unnamed: 0,Unnamed: 0.1,Tweet,Emotion
795,2907,446,"  Daca Asus , atunci Zenbook sau ceva de genul dat 😅 asta din poze arată ca laptop de 3000 lei 🤷 ‍ ♂ ️",Neutru
796,2660,199,"Ai deșeuri din biomasa ( lemn , tocătura , deșeuri vegetale , etc.)??? .... Poti scapa de ele fara sa poluezi , asigurand energie Termica   ; Electrica in mod GRATUIT ! ! !",Neutru
797,3395,129,"Îi explicam , , Eu”-lui că poate cel puțin cu cei care mă cunosc de mai mult timp , cu cei în care am putea avea încredere să o lase pe , , Mine ” să mai vină ... El , însă , posomorât și îngândurat cum nu l- am mai văzut , mi- a răspuns că : , , De azi înainte să nu mai ai încredere nici în …",Tristete
798,1625,749,"” Eram o timidă cu mâini roşii de emoţie . Astăzi toți bărbaţii se înclină în faţa mea , mă numesc şi îmi sărută mâna , care – uite – a devenit albă . Eu sunt Anna . Anna ” - ANNA KARENINA , după romanul …",Frica
799,2404,750,"  Cred ca asta revolta orice om de bun simt , care strange din dinti si isi vede de treaba lui , desi a platit taxe in tara asta , incearca macar din respect fata de , sa se supuna regulilor . Dar nah , la ce sa te astepti cand cineva imbracat in geaca",Furie
800,1012,136,Acest scop al calatoriei da fiori ! Pentru propria inmormantare ?,Frica
801,2352,698,"Nici o indignare sa n- aveti , clocoteau de indignare in ian 1990 , pe motiv ca R Campeanu si C Coposu voiau sa vanda tara , sa aduca boierii si mosierii , sa fure puterea de la cfsn si iliescu Melania Cincea . Nu surprindere , doar indignare clocotindă",Furie
802,1948,294,De ce sa -i lase sa voteze 3 zile ? voteze cum votam si noi . Si de ce sa aiba mai multi ? Adică voteaza acolo si tragem noi aici . Sictir .,Furie
803,607,607,"La mulți ani , dragă surioară ! Vreau să -ți doresc ca fiecare zi nouă să -ți umple sufletul cu fericire , bucurie , bunătate și inspirație . Să rămâi la fel de frumoasă , amuzantă și veselă ...",Bucurie
804,4012,746,"  Tu , sasalaule esti indurerat ca pierzi voturi , in rest te doare in pix , nu ne mai lua de prosti !",Tristete
805,1976,322,"Ceea ce începe ca o încercare plină de bunătate pentru a oferi consolare , se transformă într- o mânie periculoasă , care guvernează acțiunile lui Maud .",Furie
806,1670,16,Te dezumanizeaza ca om ! Eu nici cu carantina din Romania nu am fost de acord . A fost impinsa la extrem . Sunam in Romania si auzeam prin telefon urletele alea ingrozitoare la portavoce cu “ Stati in ca -se ! Stati in ca -se ! ” Mi,Furie
807,365,365,Să ai parte doar de IUBIRE ! Să fii sănătos și voios ! Să te bucuri de cei di jurul tău și ei de tine ! ! ! E o onoare să fim contemporanii tăi ! ! ! ️Happy31stBirthdayCanYaman,Bucurie
808,3750,484,"Comemorarea Holocaustului Romilor . Iohannis : Romii au fost unui regim criminal . , cu durere , că printre s- au aflat şi români ...",Tristete
809,2036,382,", indignat : Brânză în loc de asfalt pe străzile   Capitalei",Furie
810,2700,239,India : Doi bărbaţi au fost arestaţi după furturi cu ajutorul maimuţelor -,Neutru
811,3337,71,"   .. bun bun a plecat a plecat , dar de ce nu la făcut cadou unui amărât ca sunt destui care zi bogdaproste ....",Tristete
812,359,359,Super incantata de noua loțiune tonica cu vitamina C de la avonspace ! ⠀ Pielea mea după 5 zile de folosire arata mult mai luminoasa și hidratata ! ⠀ Mulțumită celor de la the_buzzstore_ro am putut sa ma bucur de toată …,Bucurie
813,1719,65,... apropo de cărora sa nu le umpli gura cu ... va prezentam muiozaurul autohton ... votantul PSD care le știe pe toate .. numai când ia muie nu ... sa asta si- a muia corespunzătoare ...,Furie
814,3881,615,"   4 .    si adevarat :   unicele    intervale inchinate   reflecției   sunt   asociabile unor intamplari   extraordinare , generatoare   de jale si lacrimi .",Tristete
815,2215,561,""" Trecând prin parcul Herăstrău , spre birou , am constatat cu stupoare și indignare ca monumentul dedicat UE și sai a fost vandalizat ! Dar vandalizarea nu e decât un aspect minor . Mai grave sunt mesajele scrise cu grafitti pe statui și ... ""   ",Furie
816,772,772,Super piesă ! ! ! 👍 👏 👏 👏 👏 👏 👏 Crăciun Fericit ! 🎅 🎅 🎅 🙏,Bucurie
817,1291,415,Pana nu trece de ora 11 tot o sa am o anxietate nu mai pot,Frica
818,576,576,Iti mulțumesc că îmi oferi bunătate de cafea ... că fără ea nu funcționez ! ⚘ ☕ ☕ ☕ ☕ 🙏 🍀 👍,Bucurie
819,3063,602,Reteta zilei : Frigarui de pui cu sos pesto,Neutru
820,957,81,ÎNGRIJORARE în CEO . LIDER : Angajații întreabă de unde o să mai fim   plătiți,Frica
821,654,654,frate cand ascult to the beat nu pot efectiv sa trec de partea soptita adica iubesc cantecul in intregime jur dar intro -ul se simte asa de scurt si dupa ce se termina dau melodia de la inceput pentru ca vreau sa il aud din nou nu ma satur de el de ce sunt asa,Bucurie
822,290,290,Sa fie “ starea ” de sambata atunci in fiecare zi 🙌 . O zi placuta! ☕ ️,Bucurie
823,1939,285,Bună dimineața .. 🌞 ... da ... trebuie o revoltă a sinelui .. ! !,Furie
824,1415,539,"Iarnă grea , zăpadă mare , o potecă îngustă prin zăpadă . O doamnă se îndreaptă către casă . Din sensul opus vede îndreptându -se către ea o namilă cu braţele întinse , clătinându -se . Speriată , îşi adună puterile şi când tipul vine aproape se repede la şi îi dă un şut zdravăn",Frica
825,1484,608,Rudele mele îmi dau fiori ..... și la votări,Frica
826,1821,167,Aroganța Alexiei Eram la petrecerea lui . Velea turbează de furie - EVENIMENTUL ZILEI,Furie
827,2531,70,""" Am vrut să creăm o experiență unică pentru ascultare în premieră a noului nostru EP . Un eveniment vizual , plin de emoție , realizat cu o tehnică pe care noi n- am mai văzut -o până acum . ”-   despre noul EP - AmendsStripped , ce va fi lansat mâine . Listening party azi !",Neutru
828,285,285,„ O pildă frumoasă despre bunătate ”   с помощью,Bucurie
829,1665,11,s- a declarat „ umilit și ofensat ” de măsurile împotriva Covid-19 . îndeamnă oamenii să le respingă -,Furie
830,3047,586,Fond de investiţii clujean finanţează o firmă elveţiană premiată de -,Neutru
831,2859,398,"Comisiile pentru cultură au respins rapoartele de activitate ale Televiziunii publice pe 2017 , 2018 şi 2019 -",Neutru
832,3603,337,"„ Națiunea suferă , iar cineva câștigă ” . Un al a comparat prețul legumelor cumpărate angro cu cele din magazine și",Tristete
833,2994,533,Cum sa vegan si sa ramai sanatos . Sfaturi de la cei care au   reusit,Neutru
834,1,1,"   Diar , sunt fericit ca sezonul 4 nu o sa fie amanat pentru ca sezonul 3 a fost amanat 120 DE ZILE si daca si sezonul 4 o sa fie amanat pe ultima suta de metri dau rage , dar cred ca nu se va intampla asta .",Bucurie
835,1357,481,"LIVE VIDEO Viitorul - Sepsi , de la 19:00 , pe . tremură pentru rămânerea în Liga 1 stire   digisport 2review",Frica
836,1367,491,"   Pentru a băga panica in populatie , de aceea au făcut mascarada aia . Au spus că a fost la nunta , minciuna ,   ca nu a fost la nunta . Ci cât se baga mai multa teamă in om , cu atât el este mai usor de manipulat .",Frica
837,2474,13,se implică în războiul din Guvern : Coaliției de guvernare chemați la Cotroceni,Neutru
838,2697,236,a fost amendat cu 1.500 lei pentru că nu a purtat mască de protecţie în Parlament,Neutru
839,4005,739,Nu are nimeni milă de mine pe root twt,Tristete
840,2730,269,"A lăsat un fără laptop și printer . Un din Băcioi , reținut de polițiști",Neutru
841,1859,205,"- M- am săturat de mania asta a vitezei a ta ! E pentru a treia oară când era cât pe ce să mă , se răsteşte soţul , înfuriat la culme .   - Iubitule , te rog , mai dă -mi o şansă !",Furie
842,2259,605,"  Ăștia care ați votat la "" referendumul pentru justiție "" , vă traduc pe scurt ce e scrie mai jos : ăștia vă iau de , pentru că sunteți proști . Hai , mai ieșiți în piață și muie Dragnea .",Furie
843,2193,539,"Cum kilu ' meu sa justifici prin pandalie imposibilitatea de- a trimite pe mail un draft de contract , ma ? 😂 😂 😂",Furie
844,2341,687,", indignat , după ce mai multe gherete au fost instalate ilegal ( VIDEO )   ",Furie
845,2572,111,"Programul spectacolelor , din această săptămână , la Opera Brașov   brasov cultura eveniment",Neutru
846,2237,583,"  Pot sa fac scandal pe orice subiect , iubire mică 😬",Furie
847,2641,180,"Teren industrial de vânzare . ( intravilan , construcții ) Localizare : Arad , DN 7 , Zona Industrială Vest , ( lângă Filip Spedition Arad ) La intrarea pe Autostrada A1 , lângă Dedeman și BricoDepo )   Suprafață : 8.340",Neutru
848,1727,73,Andreea Bălan a izbucnit după ce a fost criticată că își atacă fostul soț pe rețelele de socializare : “ Nu e ușor deloc să … ” ...,Furie
849,3304,38,Din păcate că să găsim exemplele de mai sus trebuie să ne cam întoarcem în timp . Dacă ne uităm la cei ce vor să ne conducă în prezent intrăm în depresie !,Tristete
850,252,252,Bună dimineața draga ! Duminica binecuvânta ! ❤ ️ Sa fitu fericite ! ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,Bucurie
851,134,134,"„ Acolo unde există iubirea lui , singurătatea se risipește . Ești liniștit , bucuros , plin . ” - De Interes - Gânduri Ortodoxe",Bucurie
852,3959,693,"  Da , pe deoparte era dezolant , pe de alta era liniște , plăcut",Tristete
853,1558,682,"Atunci când ai de soare si- ti tremura dinții în gura 🚴 time la Brasov , Romania",Frica
854,406,406,moment potrivit pentru a lua legătura cu un . privește partea plină a paharului . 2021 este despre optimism,Bucurie
855,980,104,Băse explică de ce bea doar whisky : „ Am rămas cu frică de apă de când eram marinar ! ” Din motive oarecum asemănătoare nici cu barca nu îi place . A rămas cu o fobie față de ideea de flotă de când era ministru .,Frica
856,247,247,La mulți ani 🥳 🍰 🎂 🥂 sănătate și fericire alături de cei dragi 🙏,Bucurie
857,1883,229,"„ La revedere , Domnule , să rămânem solidari!” . Solidari?Ori cuvintele nu au niciun sens , ori asta este o vorbă aiurea!Dimpotrivă , ni se cere să rămânem solitari , ă evităm chiar și cel mai mic contact . În jargonul actual , a te arăta altruist înseamnă să fii cât se poate de egoist !",Furie
858,2171,517,Sicriele închise ale de COVID-19 continuă să stârnească revoltă . Un din Cluj a lansat acuzații dure : “ Pe au băgat -o dezbrăcată ! ” ...,Furie
859,3078,617,pune la bătaie un premiu de 100 de milioane de dolari pentru ...   on,Neutru
860,2342,688,vreau sa mai dorm dar ii deja aproape 12 și face nervi,Furie
861,238,238,Posted withregram • laditaromaneasca Desfăț dulce din livadă ! 🍒 🍒 🍒 Ia o părticică din România și dăruiește -o mai departe lumii ! 💙 💛 ❤ ️ producatorilocali producatoriromani produsinromania fabricatinromania …,Bucurie
862,3263,802,"liga1 playoff etapa2 fcsbcraiova   Aceasta este echipa trimisă în teren de în partida cu Universitatea Craiova , care va începe la 20:30 , în direct la Digi Sport ,   ; …",Neutru
863,850,850,"fata din scara doi etaju sapte este o persoana impecabila , speciala si de departe , perfecta . ea transmite prin puterea ei fizica de fericire , extaz si curiozitate . aceasta poate fi caracterizata indirect de catre narator si relatia cu ei , din care reiese ca-",Bucurie
864,3431,165,Oare -n ce stadiu cronic de melancolie blegoasă tre ' să fii ca să mai poți asculta asemenea răsuflături desuete ? ? ?,Tristete
865,2743,282,Muzica este însă cea care înalță dincolo de erorile umane .,Neutru
866,2676,215,"Compara Închirieri mașini Phuket Închirieri mașini – Phuket Ieftin de închiriat auto În Marea Andaman de pe coasta de vest a Thailandei , centrul de vacanță al",Neutru
867,2985,524,Să tragă muzica !   prin,Neutru
868,961,85,"Si astea , ca mi au alimentat anxietate",Frica
869,1752,98,"  Si acele nu vor raspunde in fata nimanui . Vor lucra acolo in continuare , vor "" trata "" la fel alti batrani , fix la fel !    Nu pot sa scriu ce cuvinte imi vin acum , revolta pe care o simt ... Ceea ce as scrie ar face sa explodeze toat",Furie
870,528,528,", euforic dupa victoria cu TSKA Sofia din Europa League : "" In Romania nu avem asa adversari """,Bucurie
871,2997,536,"AS Roma – CFR Cluj , în direct la Digi Sport 1 : Românii așteaptă o nouă minune ...   on",Neutru
872,3636,370,"Tragedie în Sibiu , în această dimineață , pe șoseaua de centură a municipiului Mediaș . Un de 24 de ani a murit pe loc , după ce a ajuns cu mașina sub un   accident  ",Tristete
873,826,826,Frumoase vremuri !,Bucurie
874,402,402,": "" Mi -am dat lucrarea de licență , la oral , cu domnul Ponta . Pe vremea aceea , nu era în politică și era foarte simpatic , foarte înțelept și înțelegător cu noi . """,Bucurie
875,3344,78,"  nasol , eu mi- am luat o pereche nouă de papuci .",Tristete
876,3631,365,Viiturile au cărat cam tot ce au găsit în fața iar localnicii s- au trezit cu ulițele pline de gunoaie . Imaginile sunt dezolante după ploile torențiale .     Mizeria a venit odată cu scurgerile de pe vernați .,Tristete
877,2291,637,Mda ... Parca e mai mult de plans . 🤦 🏼‍ ♀ ️ uite unde sunt banii nostri .... La dracu cu ei . ca imi fac nervi degeaba 🙄,Furie
878,2378,724,"Ca Va Repetati Duminică La Aceleasi Slujbe Indracite Cu Priviri Zavistoase , Vampiroase Și Invidioase . Nu Faceti Altceva Decat Sa Ii Predați Mana Slujitorilor Bisericii Ortodoxe Române Și Să Va Jefuiască De Bani Și Egalitatea În Drepturi Cand Este Vorba De Credință .",Furie
879,3813,547,Cam ... nasol 😬 o fi o perioadă din aia în care twitter face curățenie,Tristete
880,1165,289,Atac terorist în Viena : anunță mai mulți . Cel puţin un mort şi 15 răniţi -,Frica
881,2838,377,"Proiect de lege , înregistrat la Parlament - Moldova ar putea renunța la schimbarea orei Energie Electrică , Moldova , Ora De Vară , parlament , Proiect De Lege , Republica Moldova , Sănătatea Oamenilor , Schimbarea Orei  ",Neutru
882,2514,53,"Rezultatul a fost apariția IXS Enterprise , o navă care pare desprinsă din filmele , de unde de altfel și numele . NASA spatiu viitor  ",Neutru
883,855,855,"Uită -te în calendar ! Aceasta este ziua ta ! Așa că primește felicitările de la noi . soarelui ? vântul ? Este totul pentru tine ! Admiră și prețuiește ! Uită de probleme și îndoieli și urmează -ți soarta cu un zâmbet mai larg !    La mulți ani ,",Bucurie
884,1863,209,Frustrare mai mare decât aceea când nu înțelegi nimic la mate nu există . :)),Furie
885,3381,115,"Buna , , , zile incarcate , , cu noima si fara noima , , , online mereu si teme multe , , asa se intrevad zilele mele , , cu raceala care este pe sfarsite si zilele de toamna mohorate care se scurg una dupa alta , , , , vreau sa iesim odata din carantina , , , nu imi place situatia deloc * * * *",Tristete
886,2939,478,"FC Argeș pierde la Sibiu , iar Academica Clinceni este matematic calificată în playoff",Neutru
887,3610,344,nimeni nu mă vede parcă nu exist . de mine lumea se ferește și am sufletul trist de necaz și de durere . aș striga la cer dar stau și sufăr în tăcere că am inima de fier,Tristete
888,3164,703,", despre sedinta de Guvern : "" Nu suporta amanare "" . Ar urma sa participe si ministrii USR PLUS",Neutru
889,2861,400,"  Mă doare capul de la întrebare dar răspunsurile în care mălaiul mâncat este sugerat , sunt priceless . Acum aflu că avem ceva de eschimos în noi și ne trimitem bătrânii în viscol să moară .",Neutru
890,3781,515,"Pocainta inseamna sa fii indurerat de pacate , pe care alta data le iubeai , in asa fel incat sa nu le mai faci .",Tristete
891,1334,458,": din Bucureşti a speriat "" presa miluită "" cu fonduri de la Guvern -  ",Frica
892,2569,108,Rețetă de la străbunici,Neutru
893,2746,285,eleganti pentru barbati - shop-butic magazin,Neutru
894,1824,170,"  Bai , Ioane , eu nici macar nu mananc cu asa ceva ! Daca ma duc pe unde si sunt servit cu asa ceva , desi refuz politicos , tin sa arat si ca sunt si jignit , pentru ca este o jignire pentru mine unul . Eh , cum sa folosesti asa ceva la impartasanie ? Sunt",Furie
895,3831,565,"Poveste de dragoste tristă care te face să plângi , impresionantă 😭   via",Tristete
896,2989,528,Cauta produsele atat pentru femei cat si pentru barbati cu buline pe Sosetaria in acest weekend si le poti cumpara cu o reducere de 20% .,Neutru
897,1860,206,"  Javra asta securistă trebuia să fie în pârnaie de multă vreme . Un personaj toxic , o scursură umană care coboară nivelul oricărei dezbateri publice . Multă MUIE ii urez ! !",Furie
898,3941,675,"În rugăciunea „ Îngerul Domnului ” , a încredinţat milostivirii lui Dumnezeu sufletele celor care şi- au pierdut viaţa şi s- a rugat pentru familiile îndurerate .",Tristete
899,3238,777,"Carmen Ivanov   : “ domnule Bocai , pe ce sens se circulă acum îngreunat pe un singur sens și pe ce sensuri se circulă pe un singur sens ? ” Întreb și eu : ce sens are sensul acestei întrebări ?",Neutru
900,1527,651,"Dupa ce Guvernul a bagat spaima in populatie cu termoscanarea , in zilele noastre nemaifiind posibil accesul in hypermarketuri fara ca temperatura unui sa fie luata de paznicul de la intrarea , vedem acum termoscanarea si pe strazi .",Frica
901,3013,552,", discutat în parlament   ",Neutru
902,603,603,"doborâtă din cauza unor care vor sa te rănească , nu trebuie sa te sa le dai atenție nici măcar puțin , fii tu , în adevărata și unica ta față sper sa ai parte doar de fericire și tine minte că sunt persoane importante din viața ta care tin la tine i love u bubu ❤ ️",Bucurie
903,3121,660,"  Astia se livreeaza si acasa?Oare au si aproape de , aici la mine ?",Neutru
904,679,679,"castigatori concurs ZiuaMerelor 🎉 Felicitări tuturor pentru participare la concurs și pentru livada frumoasă cu meri așa . 🍎 Iar cei 3 ai unui arbore de măr sunt : Păduraru Andreea Anca , și . ➡ ️ Așteptăm datele dumneavoastră …",Bucurie
905,2161,507,Fratemeu are toane sa ma pis pe toanele lui ca sta acasa inca o luna,Furie
906,1662,8,Cand m- am uitat in ziar si am vazut ca avem golaveraj 0 .. ! a IZBUCNIT la conferinta de presa ! CFR -ului lanseaza un atac violent la adresa FRF : Rade toata lumea de   noi !,Furie
907,3531,265,"Băi , ce m- am întristat . Măcar am reușit să ajung la un concert de al lor la București .",Tristete
908,3023,562,Au început lucrările la clădirea Academiei de Muzică din Mănăştur,Neutru
909,1554,678,"Oroare în Mexic , doi torturați și dezmembrați : ascunse într- un cărucior de supermarket",Frica
910,1434,558,Acum intelegeti de ce tremura pe Firea si complicii ei ?,Frica
911,4018,752,"  Asa ca am incercat sa vb cat mai mult cu ei si sa le inteleg gandirea si punctul de vedere . Si apoi le- am zis si de depresie , self harming si alte prostii si greseli facute . Si ei au m- au inteles . Trebuie doar sa le dai o sansa cred .. sper ca n",Tristete
912,2307,653,"  nu le- aș răspunde nici io , decât cu câteva șuturi și scatoalce . 90 % din ei sunt neamuri proaste , zbiară , sunt agresivi și pun probleme tâmpite pe tapet . Vagabonzi de ultimă speță . Și vagaboande , să nu discrimin �",Furie
913,2006,352,"Oare isi imagineaza careva ce mancatorie e in PMB intre "" oamenii aia de bine""care ii scriu la Nicusor "" cu revolta "" , dupa ce au lins'o in cur pe Firea , si acum s'au aliniat la curul lui Spectacol , frate ! 😂",Furie
914,3004,543,"Dragi români ,   Pe 27 septembrie mergeți la vot pentru a- i alege pe cei care pot dezvolta orașul sau comuna în care trăiți !",Neutru
915,2459,805,"  sincer cred ca am doar eu toane proaste probabil nu trebuia s- o iau personal dar ma simt , , , , marginalizata",Furie
916,1170,294,"anxietate   Trăiești cu anxietate , dar ți- e frică să recunoști și să te tratezi când ... Toată lumea e anxioasă în jurul tău : tăi , preotul , , medicul tău , tău ... Orice om trăieaște cu o doză de anxietate ..",Frica
917,1548,672,Putin este ingrijorat de evolutia pandemiei de COVID-19 in Rusia : Luam in considerare folosirea resurselor Ministerului Apararii,Frica
918,3916,650,"ASCULTĂ , DUMNEZEULE , strigătele mele , ia aminte la rugăciunea mea !    De la capătul pământului strig către Tine cu inima mâhnită și zic : „ Du -mă pe stânca pe care n- o pot ajunge , căci este prea înaltă pentru mine ! ” …",Tristete
919,3790,524,"“ Avem vanități , ambiții , alergăm după bani , după succes , după glorie . Și , din când în când , în sufletele noastre se strecoară o îndoială , o teamă de zădărnicie . Ne întrebăm , descumpăniți și , dacă viața nu e absurdă , totuși . ”",Tristete
920,254,254,"✍ ️ ... haideți în grădina mea să simțim gustul savuros al bobițelor de zmeură ! .... până atunci , vă doresc o seară binecuvântată !",Bucurie
921,2440,786,"   Greșit ! Din martie s- a pornit greșit și acum suportăm consecințele ! Nu uitați , cazurile au crescut în momentul în care OAMENII S- AU TESTAT PE BANII LOR ! Deci , trageți concluziile singură !",Furie
922,387,387,"Nu știu altii cum sînt , dar eu când citesc Cioran mă umplu de o stare de euforie , beatitudine și reverie omogenizate , apreciindu -L și mai mult pe Dumnezeu in viața mea .   Introspecție de alt rang .",Bucurie
923,3828,562,"  Si ce te- ai mai necajit pe BCR ca -ti fute planurile ... 🤣 pai pt 30 de secunde de actiune , stiau ei ca n- are rost sa te complici",Tristete
924,1993,339,"  nu i- a tâmpit , doar i- a împiedicat să mai mimeze normalitatea .",Furie
925,3055,594,PSD : trebuie să iasă din letargie şi să rezolve criza politică majoră din Guvern .,Neutru
926,1596,720,"Bullying -ul este comportament de excludere și de luare în derâdere a cuiva , de umilire .   Cuvântul „ bullying ” nu are o traducere exactă în română , însă poate fi asociat cu termenii de intimidare , terorizare , brutalizare .",Frica
927,2156,502,"   Traiasca golanii care il doreau pe presedinte si pe criminalul . Goalnilor , ... Au venit sunt aici . Priviti la Mu-Iohannis . PIB -ul e al lor si padurile si apa si gazele si copilele . Sictir , ...",Furie
928,3939,673,"  Dacă și Paleologu face propaganda .... Am ajuns jalnic , suntem un popor bolnav !",Tristete
929,1921,267,"  Ei , hai să vedem acum cum va arăta Marea Britanie și bexituită și depopulată de „ noua tulpină ” . Sunteți serioși , mai gândiți cu ' , sau vă folosiți în continuare doar creierii din cur ? -o -n pizda mă-sii , că prea -i c",Furie
930,3484,218,Păi nu -i destulă mâhnire pe lumea asta întoarsă cu fundul in sus ? ?,Tristete
931,848,848,"Pentru a fi creativi , pentru a avea o stare de bine și frumos în atelier , una dintre frazele noastre   preferate este :   , , o zi fără zâmbet "" ! ! !    Vă dorim un weekend de poveste ❤ ☀ ️ 🤗",Bucurie
932,3242,781,Accident cu pe Drumul Național 1   brasov dinjudeţ eveniment accidentbrasov,Neutru
933,527,527,Așa că am creat un newsletter despre :    ( 1 ) idei care merită mai multă atenție    ( 2 ) lucruri care fac viața * oleacă * mai ușoară sau mai plăcută .,Bucurie
934,1039,163,Locul misterios din România care îţi dă reci,Frica
935,642,642,"Maria este cel mai frumos nume din lume ! La multi ani tuturor , hai si Marianilor ! Va pup , sa avem o zi minunata , binecuvantata de Sfanta Fecioara . ♥ ️ . . . mariaandreea maria soymaria love …",Bucurie
936,2191,537,cred ca dacă îți fut una te la concertu lu Denisa,Furie
937,122,122,"Părintele : Sfintele Icoane nu poartă bacterii și viruși , ele poartă dragoste - De Interes - Gânduri Ortodoxe",Bucurie
938,294,294,O zi de extaz iubire,Bucurie
939,113,113,Esti mega super extra frumi 😍 😍 😍 😍 Te rog io mult blocheaza -l pe baietul ala    de a scris toate textele ..... mi -a leșinat toata inspiratia 😂 😂 😂 😂,Bucurie
940,3815,549,Unele firme profita foarte mult de aceasta situatie globala in care toata lumea sufera si este indurerata . Unele firme s- au umplut de bani de la oamenii simpli si neajutorati . De ce s- a ajuns pana aici incat unii i- a pielea de pe un din clasa muncitoare?Sunt interese .,Tristete
941,111,111,„ Fiți sănătoși și veseli ! ” – articol de Costin   Tuchilă,Bucurie
942,936,60,și- a alarmat . Cu ce probleme de sănătate se confruntă prezentatoarea TV : ” S -au speriat și copiii … ” ...,Frica
943,580,580,"Bună dimineața , ! Multă sănătate ! Începem săptămâna și luna cu un zâmbet și cu optimism , pentru că așa ne vom întări imunitatea și , respectând regulile impuse de autorități vom trece cu bine și peste această criză sanitară …",Bucurie
944,3704,438,profa de romana tocmai m- a acuzat ca am copiat un comentariu cand eu m am chinuit o ora sa il fac . ......,Tristete
945,1831,177,"Liceenii fac scandal când nu îi/se protejează , nepurtând masca corect , peste nas . Au ajuns chiar și cu plângeri la Director .    Alți cretini urlă că le suferă cu "" botniță ” la școală . Da , suferă că au așa idioți .",Furie
946,3908,642,"  Poate l- a doborât distanțarea asta socială față de musculițe , mai știi ... ?",Tristete
947,1454,578,"Arafat , semnal de alarmă : „ Încercăm să nu ajungem în situația de a alege dintre doi pe cine să punem la   ventilator ”",Frica
948,1647,771,"Am avut o broasca în birou azi dimineață . Păcat că am fobie , altfel cine știe , eram în tărâmul "" a fost odată ca niciodată "" acum .",Frica
949,3555,289,"Și au început să moară . Ce surpriză . Neplăcută pentru , care a fost nevoit să iasă de sub pat afișând un bronz inexplicabil . Chiar , cum Dumnezeu te bronzezi în halul ăsta stând doar în casă ?",Tristete
950,2535,74,", provocare pentru : "" Trei dezbateri electorale , fata in fata , pe teren neutru , in ultima saptamana de campanie """,Neutru
951,2256,602,"  Pai da .. peste doi adica multi , prea multi ... oare nu au , nepoti . Nici nu stiu cum sa ma mai exprim de atata indignare , repulsie .... 😪",Furie
952,1089,213,"România , motiv de îngrijorare pentru OMS din cauza exploziei de cazuri cu noul coronavirus ! “ Riscă să devină Brazilia Europei ” ...",Frica
953,3534,268,"Ceea ce părea de neimaginat a devenit , în era digitală , fapt divers consemnat ca atare : o statuie a lui a fost vandalizată şi doborâtă într- un american  ",Tristete
954,93,93,Încă un client satisfăcut !,Bucurie
955,1736,82,"   Nu e fan PSD cum nici eu nu sunt dar punând în balanță ⚖ cred că guvernele PSD , toate , au arătat mai multă aplecare spre oameni decât jigodiile pndl , și să mă sugă de pulă iar PSD -ul să- �",Furie
956,2348,694,"  Eu nu ar trebui să mă simt ofensat dacă supermarketul meu a eliminat delicioasele ciolane afumate de porc făcute la cuptor , deoarece toți vânzătorii sunt anti-porc ? ? ? 😥 😥 😥 😥 Au băgat pizza "" italiană "" halal ! ! ! ! !",Furie
957,2952,491,Reteta zilei : Sufleuri de legume cu bacon,Neutru
958,2894,433,NASA va da bani companiilor private care aduc roci și praf de pe Lună -,Neutru
959,2886,425,"Urmareste LIVE 🔴 direct din Spatiu de pe Statia NASA   prin   - IT , Stiri IT , TV Online fara sopcast",Neutru
960,2785,324,Am publicat rezultatul nostru predictoriu pentru ora 10:30 ! Puteti vedea rezultatul in acest sondaj creat de echipa Digi 24 !,Neutru
961,1639,763,Da . Pe mine m- a înfiorat ce am văzut .,Frica
962,1864,210,Ai vazut cu cat naduf declara   aici pe Twt ca ei n- au votat nimic ? Mare pacat ca avem vot secret .,Furie
963,3006,545,Culorile hainelor pe care le porți îți reflectă caracterul . Episodul 9 : Culoarea ROZ    -,Neutru
964,1292,416,CRIMĂ ORIBILĂ – Fata de 18 ani ucisă în bătaie într- o casă părăsită din Vișeu de Sus   via   Mare 24,Frica
965,1196,320,Autoritățile din Austria vor sa trimita un violator de din Alba să -și ispășească pedeapsa in România : Ce a comis acesta în cele două țări,Frica
966,648,648,Prima sesiune online este ca prima iubire : Nu se uită niciodată !,Bucurie
967,1068,192,"Las și eu ăsta aici , ca de când mă chinui sa imi aduc aminte numele filmului asta de groază . L- am căutat sa îl revăd și nu mai știam cum îl cheamă . Unul din puținele cu pe șira spinării .",Frica
968,3691,425,"Reacții dure , după ce opoziția a boicotat proiectele sociale : Afacerile criminale sunt posibile doar atunci când poporul este necăjit ( VIDEO )   ",Tristete
969,2457,803,"Pai de ce , sa -i lăsăm dracu sa moară . Vorbită un porcușor de guineea . Hai sictir",Furie
970,2359,705,"Săracu frustrat ,   de multe a fost refuzat în viața lui . Iar prin aceste declarații deschide ușa bărbaților .   Oare va fi refuzat și de ...",Furie
971,423,423,O experienta minunata pe care a avut privilegiul sa o trăiască ! Și pe noi ne- au incantat cu dragostea lor ! 👏 👏 👏 💝 💝 💝 💝,Bucurie
972,2261,607,"  Astia scriu orice pentru bani . Probabil ca vrea si ea putin negru 😂 .   Personal nu ii inteleg pe toti distrusii astia care se tarasc pe jos cum ca ei sunt mai putin importanti decat . Dar stai , cine a infiibtat miscarea BLM ?",Furie
973,333,333,Un tată fericit ... bravo 👏 👏 👏,Bucurie
974,535,535,": "" Cel mai mult mi- a plăcut timpul petrecut în România "" - United Hoops România",Bucurie
